mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.4183639049530029,0.042148920556992944,0.02928929328918457,0.0027786436952966435,12,10,10,"{'model__max_depth': 12, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",-0.2840060942075199,-0.27931290842733625,-0.2895548302761843,-0.27982970176316674,-0.27575904867066997,-0.28169251666897543,0.004722441604273239,22,-0.2704924513357229,-0.27109043955873463,-0.2690156330751055,-0.26946696099890255,-0.27323386041025455,-0.270659869075744,0.0014809046381331359
0.43059282302856444,0.02108858182278201,0.028355979919433595,0.00640192320644786,10,2,2,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2}",-0.3119936737696475,-0.3052885481200867,-0.3080412362107076,-0.3253833370200611,-0.30485567432626204,-0.311112493889353,0.007575383828424609,25,-0.2900110034116424,-0.2940999236816694,-0.2907020438652122,-0.3055037097015576,-0.2921510665822498,-0.2944935494484663,0.005680396633715794
0.510925006866455,0.08753988868585016,0.03353891372680664,0.010492520543748567,10,1,5,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",-0.31204961801890757,-0.30585520381710835,-0.30808418094979884,-0.3258933200722207,-0.303862800470015,-0.3111490246656101,0.007857635581168898,26,-0.28851627233444377,-0.2933290344625491,-0.2898915056118731,-0.304247194798882,-0.29146154995933843,-0.2934891114334173,0.005613285743974707
0.4271572113037109,0.07689770888456997,0.03513789176940918,0.007406840419674,10,1,10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",-0.3139616937417249,-0.3057534651803129,-0.3081031859034791,-0.3245838516018394,-0.30342559776207934,-0.3111655588378871,0.007568947539815073,27,-0.2910216413570825,-0.29474785250835994,-0.2916466545821724,-0.30560876033264045,-0.29307676567270263,-0.29522033489059163,0.005350471569750139
0.35363073348999025,0.04773844693020903,0.02892618179321289,0.00651107715208496,10,2,10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 10}",-0.3127067326699973,-0.3052043773623865,-0.30761741779867985,-0.3250517868747809,-0.3059151564526516,-0.3112990942316992,0.007359417123539603,28,-0.2924439098873334,-0.29563345414466413,-0.29264357755208764,-0.30683657230527706,-0.29431573637091385,-0.2963746500520552,0.005359327091987472
0.4023591995239258,0.04309425176380805,0.026875734329223633,0.003591215276345522,10,2,5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}",-0.3124835253506789,-0.3040895332437722,-0.30775503941984866,-0.3254958411819812,-0.30668178582983646,-0.31130114500522355,0.007600106723507786,29,-0.2902020646287404,-0.2945987965273288,-0.29092935407320936,-0.3057606869194316,-0.29273207432194026,-0.29484459529413004,0.0056668584429251665
0.48158512115478513,0.0759225892008323,0.033593273162841795,0.009221408012796395,10,1,2,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",-0.3141220019466881,-0.3052544487988916,-0.3084691480965861,-0.3253964813446667,-0.30560230637475594,-0.31176887731231767,0.007517996755639748,30,-0.2872474231562373,-0.291654579271211,-0.2882663585304821,-0.3031995999337946,-0.28979589119870597,-0.2920327704180862,0.005778064477697286
0.3546434879302979,0.015401484204538778,0.026775264739990236,0.004867411808240733,10,5,5,"{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 5}",-0.3141694337677135,-0.30451778397380713,-0.317602607083128,-0.32494063783286004,-0.30385301496143063,-0.31301669552378786,0.008009298714150934,31,-0.2954503733405378,-0.29791634998610683,-0.2972381111754048,-0.3086782137578881,-0.29667482365923425,-0.29919157438383437,0.004811842928457516
0.3761133670806885,0.015930686679779583,0.027094554901123048,0.0031934296185348455,10,5,2,"{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",-0.3141694337677135,-0.30451778397380713,-0.317602607083128,-0.32494063783286004,-0.30385301496143063,-0.31301669552378786,0.008009298714150934,31,-0.2954503733405378,-0.29791634998610683,-0.2972381111754048,-0.3086782137578881,-0.29667482365923425,-0.29919157438383437,0.004811842928457516
0.3605379104614258,0.03734297522026087,0.024336528778076173,0.004838127184661387,10,5,10,"{'model__max_depth': 10, 'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",-0.3141694337677135,-0.30451778397380713,-0.317602607083128,-0.32494063783286004,-0.30385301496143063,-0.31301669552378786,0.008009298714150934,31,-0.2954503733405378,-0.29791634998610683,-0.2972381111754048,-0.3086782137578881,-0.29667482365923425,-0.29919157438383437,0.004811842928457516
